,Date,Open,High,Low,Close,Adj Close,Volume
0,2015-01-01,438.98883056640625,441.81207275390625,437.67626953125,439.78131103515625,417.9888916015625,1367720
1,2015-01-02,439.88037109375,443.81805419921875,437.9981994628906,438.6173400878906,416.8825988769531,3383424
2,2015-01-05,438.3449401855469,441.2672119140625,432.94610595703125,433.8128967285156,412.31622314453125,4662967
3,2015-01-06,430.91534423828125,432.4012756347656,412.09375,414.12451171875,393.6034851074219,8596809
4,2015-01-07,414.61981201171875,425.3679504394531,414.5702819824219,423.1390686035156,402.17132568359375,9562421
5,2015-01-08,426.0118408203125,427.398681640625,416.1304931640625,417.0715637207031,396.4045104980469,9171029
6,2015-01-09,420.2167663574219,426.9529113769531,418.53271484375,426.11090087890625,404.99591064453125,6180769
7,2015-01-12,426.2099609375,426.4576110839844,416.84869384765625,421.1578369140625,400.28826904296875,4661200
8,2015-01-13,422.49517822265625,423.46099853515625,416.3038635253906,417.6164245605469,396.9223327636719,4591328
9,2015-01-14,417.5421142578125,419.5233459472656,411.697509765625,413.5549011230469,393.0621032714844,5251887
10,2015-01-15,416.05621337890625,431.4601745605469,416.05621337890625,428.0673522949219,406.8554382324219,7811847
11,2015-01-16,425.9623107910156,433.3918762207031,422.0246276855469,430.7667541503906,409.4210510253906,8831705
12,2015-01-19,431.014404296875,438.8402404785156,425.3431701660156,435.6950378417969,414.1051025390625,6156390
13,2015-01-20,436.6113586425781,448.5234375,435.2987976074219,447.2851867675781,425.1209716796875,6166247
14,2015-01-21,448.25103759765625,451.4209899902344,441.8368225097656,449.1177978515625,426.86273193359375,7884400
15,2015-01-22,448.3253173828125,449.3406982421875,435.6207580566406,437.7257995605469,416.0352783203125,10947527
16,2015-01-23,440.8214416503906,444.6848449707031,434.3824768066406,439.2860107421875,417.5181884765625,8344145
17,2015-01-27,442.2578430175781,444.1399841308594,436.1160583496094,440.3509216308594,418.5303039550781,8279250
18,2015-01-28,438.8897705078125,450.62847900390625,438.8897705078125,449.1673278808594,426.9098205566406,8906082
19,2015-01-29,449.2911682128906,462.8625183105469,449.1921081542969,460.3364562988281,437.5254821777344,16668291
20,2015-01-30,460.6336669921875,461.2527770996094,450.23223876953125,453.3279113769531,430.8642578125,10036145
21,2015-02-02,453.7241516113281,455.6310729980469,448.5977478027344,449.76171875,427.4747619628906,8908197
22,2015-02-03,452.3125305175781,466.0077209472656,452.3125305175781,464.3979797363281,441.3857116699219,7888109
23,2015-02-04,465.14093017578125,467.4688720703125,458.6029052734375,460.0392761230469,437.2430419921875,6494638
24,2015-02-05,463.60546875,465.53717041015625,454.49188232421875,457.51324462890625,434.8421936035156,5706742
25,2015-02-06,457.71136474609375,460.6336669921875,447.2604064941406,450.6780090332031,428.34564208984375,4174655
26,2015-02-09,446.3688659667969,454.69000244140625,441.81207275390625,444.1399841308594,422.131591796875,4079516
27,2015-02-10,444.7839050292969,448.0033874511719,426.606201171875,436.8590087890625,415.21142578125,6299938
28,2015-02-11,438.8402404785156,448.127197265625,437.35430908203125,446.1212158203125,424.0146789550781,4513933
29,2015-02-12,449.7369384765625,452.68402099609375,439.4593505859375,450.3065490722656,427.9925842285156,4019490
30,2015-02-13,452.7087707519531,456.07684326171875,450.25701904296875,454.4423522949219,431.9234619140625,3412182
31,2015-02-16,455.0367126464844,457.7608947753906,445.7745056152344,447.1613464355469,425.0032653808594,5661079
32,2015-02-18,445.7745056152344,449.7369384765625,443.00079345703125,446.5917663574219,424.4618835449219,4538867
33,2015-02-19,449.21685791015625,449.538818359375,439.60797119140625,446.7898864746094,424.6501770019531,4407617
34,2015-02-20,443.42181396484375,443.79327392578125,431.5592346191406,432.4508056640625,411.0216369628906,8637984
35,2015-02-23,430.8905944824219,434.2586669921875,419.5728759765625,421.7274475097656,400.82965087890625,6509207
36,2015-02-24,423.1142883300781,424.3773193359375,414.5702819824219,416.7743835449219,396.1220397949219,9205176
37,2015-02-25,420.4148864746094,424.2287292480469,416.5762634277344,417.6164245605469,396.9223327636719,7049002
38,2015-02-26,419.07757568359375,421.0092468261719,414.3721618652344,417.04681396484375,396.3810119628906,9903671
39,2015-02-27,419.7957458496094,426.4576110839844,418.3345947265625,423.7582092285156,402.759765625,8611300
40,2015-03-02,430.4200439453125,433.6395263671875,423.7582092285156,428.0673522949219,406.8554382324219,6728442
41,2015-03-03,430.4200439453125,448.9692077636719,429.6275634765625,446.1707458496094,424.0617370605469,9523937
42,2015-03-04,448.746337890625,450.55419921875,435.8931579589844,439.7565612792969,417.96539306640625,6680693
43,2015-03-05,442.0597229003906,445.1553649902344,434.95208740234375,438.3201599121094,416.6001281738281,4945756
44,2015-03-09,438.39447021484375,441.688232421875,428.017822265625,430.74200439453125,409.39752197265625,6491176
45,2015-03-10,430.3952941894531,433.7881164550781,423.68389892578125,425.5412902832031,404.45452880859375,7030516
46,2015-03-11,426.4328308105469,430.71722412109375,422.197998046875,423.9563293457031,402.9480895996094,5369953
47,2015-03-12,424.9716796875,429.6275634765625,423.782958984375,427.8444519042969,406.6435546875,5437566
48,2015-03-13,430.4200439453125,430.71722412109375,419.5233459472656,421.05877685546875,400.19415283203125,5970034
49,2015-03-16,421.752197265625,422.9656982421875,416.2048034667969,417.0963439941406,396.4280700683594,6387153
50,2015-03-17,421.28167724609375,425.91278076171875,416.551513671875,424.402099609375,403.37176513671875,8800839
51,2015-03-18,424.47637939453125,432.02978515625,423.3371887207031,430.2467041015625,408.9267578125,4278050
52,2015-03-19,433.664306640625,434.23388671875,423.0400085449219,424.0553894042969,403.0422668457031,6430821
53,2015-03-20,424.9221496582031,426.5318908691406,420.3158264160156,423.0400085449219,402.0771789550781,4802236
54,2015-03-23,424.2287292480469,427.9435119628906,415.1151123046875,417.02203369140625,396.357421875,6115649
55,2015-03-24,417.0963439941406,423.1390686035156,417.0963439941406,419.9938659667969,399.1820068359375,4263534
56,2015-03-25,420.5139465332031,420.7615966796875,416.551513671875,418.4831848144531,397.7461853027344,4737268
57,2015-03-26,416.6010437011719,420.6377868652344,408.18084716796875,410.7564392089844,390.4023132324219,9516748
58,2015-03-27,413.03485107421875,413.5796813964844,396.9621887207031,402.0390625,382.11688232421875,10765370
59,2015-03-30,404.466064453125,405.0108947753906,394.48565673828125,401.56854248046875,381.669677734375,7998063
60,2015-03-31,405.15948486328125,412.53955078125,405.15948486328125,409.1219482421875,388.8488464355469,9338631
61,2015-04-01,408.57708740234375,415.5609130859375,402.73248291015625,414.0997619628906,393.5799865722656,6732605
62,2015-04-06,414.0749816894531,415.0655822753906,406.8435363769531,408.4532775878906,388.2132568359375,5692183
63,2015-04-07,409.1466979980469,414.12451171875,409.1466979980469,412.5147705078125,392.073486328125,9818618
64,2015-04-08,412.83673095703125,430.6676940917969,412.53955078125,428.8846130371094,407.6322021484375,11454982
65,2015-04-09,428.6864929199219,445.2792053222656,425.3679504394531,443.3475036621094,421.3783874511719,12588063
66,2015-04-10,443.2732238769531,450.1331787109375,440.37567138671875,447.9290771484375,425.73291015625,11686661
67,2015-04-13,449.142578125,458.0332946777344,445.1553649902344,456.9188537597656,434.2772216796875,9311840
68,2015-04-15,456.1759033203125,465.3885803222656,449.3406982421875,457.48846435546875,434.8185729980469,10259724
69,2015-04-16,457.90948486328125,464.5960998535156,455.185302734375,459.81640625,437.0312194824219,9311821
70,2015-04-17,463.13494873046875,467.7165222167969,456.9683837890625,459.0734558105469,436.3250732421875,11056926
71,2015-04-20,464.2493896484375,464.32366943359375,435.1254577636719,438.6668701171875,416.9296875,17365390
72,2015-04-21,440.895751953125,443.5456237792969,432.12884521484375,434.1100769042969,412.59869384765625,8171780
73,2015-04-22,436.8094787597656,439.2117004394531,429.429443359375,435.74456787109375,414.1521301269531,6812343
74,2015-04-23,437.77532958984375,440.5242614746094,430.44482421875,434.4072570800781,412.88116455078125,6155401
75,2015-04-24,434.3824768066406,438.072509765625,430.2467041015625,435.3235778808594,413.7520446777344,5865595
76,2015-04-27,435.8931579589844,439.58319091796875,431.633544921875,433.54046630859375,412.0572814941406,5096308
77,2015-04-28,433.2432861328125,436.8590087890625,425.2441101074219,428.53790283203125,407.3026428222656,6778219
78,2015-04-29,426.9529113769531,431.1877746582031,419.7214660644531,421.0092468261719,400.1470031738281,7563040
79,2015-04-30,421.0092468261719,428.8846130371094,419.9938659667969,427.12628173828125,405.96099853515625,16061186
80,2015-05-04,429.033203125,442.7531433105469,426.2099609375,441.2919921875,419.4247131347656,6958726
81,2015-05-05,442.6540832519531,446.6660461425781,438.39447021484375,441.8863525390625,419.9896240234375,8236274
82,2015-05-06,440.8214416503906,444.1647644042969,431.9059753417969,435.9922180175781,414.3875732421875,10355229
83,2015-05-07,433.3918762207031,435.1006774902344,425.9623107910156,431.2868347167969,409.9153747558594,7723447
84,2015-05-08,431.41064453125,442.6788330078125,426.50714111328125,440.6728515625,423.70220947265625,7893697
85,2015-05-11,442.2330627441406,445.5020751953125,437.55242919921875,443.7685241699219,426.67864990234375,6559762
86,2015-05-12,443.2484436035156,443.2484436035156,428.51312255859375,430.2714538574219,413.7013854980469,7684065
87,2015-05-13,432.5746154785156,440.1528015136719,424.575439453125,438.39447021484375,421.51153564453125,7707709
88,2015-05-14,438.8402404785156,438.9393005371094,431.0639343261719,434.97686767578125,418.2255554199219,5690160
89,2015-05-15,436.8094787597656,439.3107604980469,430.9648742675781,432.8717956542969,416.2015686035156,3845085
90,2015-05-18,433.34234619140625,442.80267333984375,432.0050354003906,441.58917236328125,424.583251953125,4544638
91,2015-05-19,441.4405822753906,448.127197265625,439.1374206542969,443.5704040527344,426.4881591796875,6697763
92,2015-05-20,445.9726257324219,451.2228698730469,444.63531494140625,450.157958984375,432.8219909667969,4019151
93,2015-05-21,451.3466796875,453.4021911621094,442.8522033691406,444.1647644042969,427.0596618652344,4965518
94,2015-05-22,444.28857421875,448.5482177734375,444.28857421875,447.6814270019531,430.44085693359375,3853084
95,2015-05-25,445.7745056152344,449.7369384765625,441.98541259765625,443.0503234863281,425.9881286621094,3053900
96,2015-05-26,443.2979736328125,443.79327392578125,437.2057189941406,438.1468200683594,421.2734680175781,4388978
97,2015-05-27,438.8402404785156,441.2672119140625,435.96746826171875,438.4935302734375,421.6068115234375,3728104
98,2015-05-28,438.76593017578125,442.926513671875,431.9059753417969,433.7881164550781,417.08258056640625,12247683
99,2015-05-29,435.8188781738281,439.0631103515625,432.4508056640625,434.3824768066406,417.654052734375,13511569
100,2015-06-01,435.868408203125,448.2015075683594,434.8778076171875,446.8889465332031,429.6789245605469,9043078
101,2015-06-02,448.62249755859375,455.08624267578125,441.5396423339844,445.1058349609375,427.9644775390625,9312587
102,2015-06-03,445.2792053222656,450.950439453125,440.0784912109375,443.9666442871094,426.8691101074219,7174605
103,2015-06-04,447.85479736328125,453.7984313964844,442.08447265625,452.06488037109375,434.6555480957031,7352336
104,2015-06-05,450.6780090332031,454.169921875,447.9786071777344,449.6131286621094,432.2982177734375,6030112
105,2015-06-08,449.142578125,450.7275390625,437.4038391113281,438.56781005859375,421.67822265625,5005867
106,2015-06-09,437.6267395019531,441.1434020996094,434.55584716796875,437.7010192871094,420.84478759765625,4224271
